New_LN_FN,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
FRASER JOE,FRASER,Joe,m,GBR,2021-08-03,Olympic Games,final,"Tokyo, Japan",PB,8.0,6.1,8.4,0.0,14.5
WHITLOCK MAX,WHITLOCK,Max,m,GBR,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,1.0,7.0,8.583,0.0,15.583
LEE CHIH KAI,LEE-Chih,Kai,m,TPE,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,2.0,6.7,8.7,0.0,15.4
KAYA KAZUMA,KAYA,Kazuma,m,JPN,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,3.0,6.6,8.3,0.0,14.9
BELYAVSKIY DAVID,BELYAVSKIY,David,m,ROC,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,4.0,6.4,8.433,0.0,14.833
KAMEYAMA KOHEI,KAMEYAMA,Kohei,m,JPN,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,5.0,6.8,7.8,0.0,14.6
YODER ALEC,YODER,Alec,m,USA,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,6.0,6.4,8.166,0.0,14.566
MC CLENAGHAN RHYS,Mc-CLENAGHAN,Rhys,m,IRL,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,7.0,6.4,6.7,0.0,13.1
SUN WEI,SUN,Wei,m,CHN,2021-08-01,Olympic Games,final,"Tokyo, Japan",PH,8.0,6.3,6.766,0.0,13.066
LIU YANG,LIU,Yang,m,CHN,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,1.0,6.5,9.0,0.0,15.5
YOU HAO,YOU,Hao,m,CHN,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,2.0,6.6,8.7,0.0,15.3
PETROUNIAS ELEFTHERIOS,PETROUNIAS,Eleftherios,m,GRE,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,3.0,6.3,8.9,0.0,15.2
AIT SAID SAMIR,AIT-SAID,Samir,m,FRA,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,4.0,6.3,8.6,0.0,14.9
COLAK IBRAHIM,COLAK,Ibrahim,m,TUR,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,5.0,6.2,8.666,0.0,14.866
ABLIAZIN DENIS,ABLIAZIN,Denis,m,ROC,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,6.0,6.3,8.533,0.0,14.833
ASIL ADEM,ASIL,Adem,m,TUR,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,7.0,6.2,8.4,0.0,14.6
ZANETTI ARTHUR,ZANETTI,Arthur,m,BRA,2021-08-02,Olympic Games,final,"Tokyo, Japan",SR,8.0,6.5,7.633,0.0,14.133
SHIN JEAHWAN,SHIN,Jeahwan,m,KOR,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,1.0,6.0,8.833,-0.1,14.733
SHIN JEAHWAN,SHIN,Jeahwan,m,KOR,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,1.0,5.6,9.233,0.0,14.833
ABLIAZIN DENIS,ABLIAZIN,Denis,m,ROC,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,2.0,5.6,9.166,0.0,14.766
ABLIAZIN DENIS,ABLIAZIN,Denis,m,ROC,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,2.0,5.6,9.2,0.0,14.8
DAVTYAN ARTUR,DAVTYAN,Artur,m,ARM,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,3.0,5.6,9.2,0.0,14.8
DAVTYAN ARTUR,DAVTYAN,Artur,m,ARM,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,3.0,5.6,9.166,-0.1,14.666
YULO CARLOS EDRIEL,YULO-Carlos,Edriel,m,PHI,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,4.0,5.6,9.066,-0.1,14.566
YULO CARLOS EDRIEL,YULO-Carlos,Edriel,m,PHI,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,4.0,5.6,9.266,0.0,14.866
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,5.0,5.6,9.233,0.0,14.833
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,5.0,5.6,9.0,0.0,14.6
ASIL ADEM,ASIL,Adem,m,TUR,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,6.0,6.0,9.266,0.0,15.266
ASIL ADEM,ASIL,Adem,m,TUR,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,6.0,5.6,8.033,0.0,13.633
ONDER AHMET,ONDER,Ahmet,m,TUR,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,7.0,5.2,8.633,0.0,13.833
ONDER AHMET,ONDER,Ahmet,m,TUR,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,7.0,5.2,9.1,0.0,14.3
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT1,8.0,5.6,8.866,0.0,14.466
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-08-02,Olympic Games,final,"Tokyo, Japan",VT2,8.0,5.2,7.7,0.0,12.9
DOLGOPYAT ARTEM,DOLGOPYAT,Artem,m,ISR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,1.0,6.6,8.6,0.0,15.2
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,2.0,6.2,8.866,0.0,15.066
RYU SUNGHYUN,RYU,Sunghyun,m,KOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,3.0,6.9,8.166,0.0,15.066
ZAPATA RAYDERLEY,ZAPATA,Rayderley,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,4.0,6.5,8.541,0.0,15.041
KIM HANSOL,KIM,Hansol,m,KOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,5.0,6.5,8.4,0.0,14.9
MOLDAUER YUL,MOLDAUER,Yul,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,6.0,5.8,9.066,0.0,14.866
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,7.0,6.2,8.666,0.0,14.866
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,8.0,6.4,8.366,0.0,14.766
WISKUS SHANE,WISKUS,Shane,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,9.0,6.0,8.733,0.0,14.733
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,10.0,6.2,8.6,-0.1,14.7
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,11.0,6.2,8.466,0.0,14.666
REGINI MORAN GIARNNI,REGINI-MORAN,Giarnni,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,12.0,6.4,8.366,-0.1,14.666
ONDER AHMET,ONDER,Ahmet,m,TUR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,13.0,6.3,8.3,0.0,14.6
TANIGAWA WATARU,TANIGAWA,Wataru,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,14.0,5.9,8.566,0.0,14.466
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,15.0,6.2,8.266,0.0,14.466
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,16.0,5.4,8.933,0.0,14.333
SUN WEI,SUN,Wei,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,17.0,6.0,8.333,0.0,14.333
ABLIAZIN DENIS,ABLIAZIN,Denis,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,18.0,6.0,8.4,-0.1,14.3
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,19.0,6.0,8.266,0.0,14.266
SOARES DIOGO,SOARES,Diogo,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,20.0,5.2,9.0,0.0,14.2
LEE CHIH KAI,LEE-Chih,Kai,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,21.0,5.7,8.5,0.0,14.2
BRAEGGER PABLO,BRAEGGER,Pablo,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,22.0,5.9,8.333,-0.1,14.133
FRASER JOE,FRASER,Joe,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,23.0,5.8,8.266,0.0,14.066
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,24.0,6.2,7.933,-0.1,14.033
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,25.0,5.5,8.466,0.0,13.966
LIN CHAOPAN,LIN,Chaopan,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,26.0,6.1,7.866,0.0,13.966
KAYA KAZUMA,KAYA,Kazuma,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,27.0,5.6,8.333,0.0,13.933
YUDENKOV YEVGEN,YUDENKOV,Yevgen,m,UKR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,28.0,5.7,8.3,-0.1,13.9
HALL JAMES,HALL,James,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,29.0,5.9,8.166,-0.2,13.866
BAUMANN CHRISTIAN,BAUMANN,Christian,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,30.0,5.4,8.433,0.0,13.833
SHIAO YU JAN,SHIAO,Yu-Jan,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,31.0,5.5,8.333,0.0,13.833
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,32.0,5.6,8.166,0.0,13.766
EDALLI LUDOVICO,EDALLI,Ludovico,m,ITA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,33.0,5.3,8.433,0.0,13.733
HERDER PHILIPP,HERDER,Philipp,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,34.0,5.5,8.233,0.0,13.733
KARTSEV ALEKSANDR,KARTSEV,Aleksandr,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,35.0,5.9,8.033,-0.2,13.733
LEE JUNHO,LEE,Junho,m,KOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,36.0,5.8,7.933,0.0,13.733
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,37.0,5.7,8.0,0.0,13.7
FRASCA LORIS,FRASCA,Loris,m,FRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,38.0,5.9,7.9,-0.1,13.7
MALONE BRODY,MALONE,Brody,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,39.0,5.5,8.266,-0.1,13.666
ABAD NESTOR,ABAD,Nestor,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,40.0,6.0,8.066,-0.4,13.666
TVOROGAL ROBERT,TVOROGAL,Robert,m,LTU,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,41.0,5.4,8.233,0.0,13.633
GONZALEZ TOMAS,GONZALEZ,Tomas,m,CHI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,42.0,5.8,7.8,0.0,13.6
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,43.0,5.5,8.066,0.0,13.566
YULO CARLOS EDRIEL,YULO-Carlos,Edriel,m,PHI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,44.0,6.6,6.966,0.0,13.566
MIR NICOLAU,MIR,Nicolau,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,45.0,5.9,7.633,0.0,13.533
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,46.0,5.4,8.1,0.0,13.5
SHATILOV ALEXANDER,SHATILOV,Alexander,m,ISR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,47.0,5.7,7.9,-0.1,13.5
PLATA JOEL,PLATA,Joel,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,48.0,6.0,7.6,-0.1,13.5
JESSEN DAVID,JESSEN,David,m,CZE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,49.0,5.1,8.366,0.0,13.466
GEORGIOU MARIOS,GEORGIOU,Marios,m,CYP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,50.0,5.5,8.066,-0.1,13.466
KOUDINOV MIKHAIL,KOUDINOV,Mikhail,m,NZL,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,51.0,5.2,8.233,0.0,13.433
HUNG YUAN HSI,HUNG,Yuan-Hsi,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,52.0,4.9,8.433,-0.1,13.233
TIKHONOV IVAN,TIKHONOV,Ivan,m,AZE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,53.0,5.5,7.833,-0.1,13.233
MOHAMED OMAR,MOHAMED,Omar,m,EGY,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,54.0,5.8,7.533,-0.1,13.233
CORRAL DANIEL,CORRAL,Daniel,m,MEX,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,55.0,5.4,7.8,0.0,13.2
LOO PHAY XING,LOO-Phay,Xing,m,MAS,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,56.0,5.5,7.6,0.0,13.1
BARRETTO JUNIOR FRANCISCO,BARRETTO-JUNIOR,Francisco,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,57.0,5.0,8.0,0.0,13.0
DUNKEL NILS,DUNKEL,Nils,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,58.0,5.0,7.933,0.0,12.933
BELYAVSKIY DAVID,BELYAVSKIY,David,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,59.0,5.2,7.733,0.0,12.933
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,60.0,5.7,7.166,0.0,12.866
EKE UCHE,EKE,Uche,m,NGR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,61.0,4.7,8.133,0.0,12.833
TOBA ANDREAS,TOBA,Andreas,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,62.0,5.4,7.533,-0.1,12.833
MARIANO ARTHUR,MARIANO,Arthur,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,63.0,5.6,7.6,-0.4,12.8
ABDURAKHIMOV RASULJON,ABDURAKHIMOV,Rasuljon,m,UZB,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,64.0,4.8,7.766,0.0,12.566
HUDDLESTON DAVID,HUDDLESTON,David,m,BUL,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,65.0,4.2,8.233,0.0,12.433
DIALLO THIERNO,DIALLO,Thierno,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,66.0,5.8,7.033,-0.6,12.233
RUMBUTIS DAVID,RUMBUTIS,David,m,SWE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,67.0,5.8,6.666,-0.3,12.166
COURNOYER RENE,COURNOYER,Rene,m,CAN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",FX,68.0,5.6,6.466,-0.3,11.766
HASHIMOTO DAIKI,HASHIMOTO,Daiki,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,1.0,6.5,8.533,0.0,15.033
KARIMI MILAD,KARIMI,Milad,m,KAZ,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,2.0,6.4,8.366,0.0,14.766
SRBIC TIN,SRBIC,Tin,m,CRO,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,3.0,6.2,8.433,0.0,14.633
MALONE BRODY,MALONE,Brody,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,4.0,6.5,8.033,0.0,14.533
NAGORNYY NIKITA,NAGORNYY,Nikita,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,5.0,6.0,8.466,0.0,14.466
KITAZONO TAKERU,KITAZONO,Takeru,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,6.0,5.9,8.533,0.0,14.433
BULL TYSON,BULL,Tyson,m,AUS,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,7.0,6.3,8.133,0.0,14.433
DEURLOO BART,DEURLOO,Bart,m,NED,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,8.0,6.5,7.9,0.0,14.4
GEORGIOU MARIOS,GEORGIOU,Marios,m,CYP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,9.0,6.1,8.233,0.0,14.333
XIAO RUOTENG,XIAO,Ruoteng,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,10.0,6.0,8.266,0.0,14.266
LIN CHAOPAN,LIN,Chaopan,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,11.0,6.3,7.9,0.0,14.2
MARIANO ARTHUR,MARIANO,Arthur,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,12.0,6.3,7.833,0.0,14.133
ASIL ADEM,ASIL,Adem,m,TUR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,13.0,6.2,7.9,0.0,14.1
DALALOYAN ARTUR,DALALOYAN,Artur,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,14.0,6.0,8.066,0.0,14.066
HALL JAMES,HALL,James,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,15.0,6.1,7.966,0.0,14.066
BELYAVSKIY DAVID,BELYAVSKIY,David,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,16.0,5.7,8.333,0.0,14.033
KAYA KAZUMA,KAYA,Kazuma,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,17.0,6.1,7.933,0.0,14.033
SUN WEI,SUN,Wei,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,18.0,6.2,7.8,0.0,14.0
FRASER JOE,FRASER,Joe,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,19.0,6.1,7.833,0.0,13.933
UCHIMURA KOHEI,UCHIMURA,Kohei,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,20.0,6.6,7.266,0.0,13.866
ONDER AHMET,ONDER,Ahmet,m,TUR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,21.0,5.7,8.133,0.0,13.833
BARRETTO JUNIOR FRANCISCO,BARRETTO-JUNIOR,Francisco,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,22.0,6.2,7.633,0.0,13.833
ZONDERLAND EPKE,ZONDERLAND,Epke,m,NED,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,23.0,6.3,7.533,0.0,13.833
TOBA ANDREAS,TOBA,Andreas,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,24.0,6.3,7.5,0.0,13.8
EDALLI LUDOVICO,EDALLI,Ludovico,m,ITA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,25.0,5.8,7.933,0.0,13.733
WISKUS SHANE,WISKUS,Shane,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,26.0,5.6,8.1,0.0,13.7
KOVTUN ILLIA,KOVTUN,Illia,m,UKR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,27.0,6.3,7.4,0.0,13.7
SOUZA CAIO,SOUZA,Caio,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,28.0,5.9,7.566,0.0,13.466
DAUSER LUKAS,DAUSER,Lukas,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,29.0,5.4,8.033,0.0,13.433
WHITLOCK MAX,WHITLOCK,Max,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,30.0,5.0,8.4,0.0,13.4
PAKHNIUK PETRO,PAKHNIUK,Petro,m,UKR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,31.0,5.3,8.1,0.0,13.4
TANIGAWA WATARU,TANIGAWA,Wataru,m,JPN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,32.0,5.6,7.8,0.0,13.4
TANG CHIA HUNG,TANG,Chia-Hung,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,33.0,5.8,7.6,0.0,13.4
YUSOF EDDY,YUSOF,Eddy,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,34.0,5.4,7.966,0.0,13.366
LEE JUNHO,LEE,Junho,m,KOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,35.0,5.7,7.666,0.0,13.366
COURNOYER RENE,COURNOYER,Rene,m,CAN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,36.0,5.6,7.666,0.0,13.266
SOARES DIOGO,SOARES,Diogo,m,BRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,37.0,5.0,8.233,0.0,13.233
MIR NICOLAU,MIR,Nicolau,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,37.0,5.0,8.233,0.0,13.233
LE THANH TUNG,LE-Thanh,Tung,m,VIE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,39.0,4.9,8.266,0.0,13.166
RYU SUNGHYUN,RYU,Sunghyun,m,KOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,40.0,5.1,8.033,0.0,13.133
TIKHONOV IVAN,TIKHONOV,Ivan,m,AZE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,41.0,5.4,7.733,0.0,13.133
ABAD NESTOR,ABAD,Nestor,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,42.0,5.5,7.633,0.0,13.133
GISCHARD BENJAMIN,GISCHARD,Benjamin,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,43.0,4.8,8.3,0.0,13.1
REGINI MORAN GIARNNI,REGINI-MORAN,Giarnni,m,GBR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,44.0,4.9,8.2,0.0,13.1
CORRAL DANIEL,CORRAL,Daniel,m,MEX,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,45.0,5.2,7.9,0.0,13.1
HERDER PHILIPP,HERDER,Philipp,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,46.0,5.3,7.8,0.0,13.1
LEE CHIH KAI,LEE-Chih,Kai,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,46.0,5.3,7.8,0.0,13.1
ABDURAKHIMOV RASULJON,ABDURAKHIMOV,Rasuljon,m,UZB,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,48.0,4.3,8.733,0.0,13.033
MOHAMED OMAR,MOHAMED,Omar,m,EGY,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,49.0,5.0,8.033,0.0,13.033
DUNKEL NILS,DUNKEL,Nils,m,GER,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,50.0,5.0,8.0,0.0,13.0
HUNG YUAN HSI,HUNG,Yuan-Hsi,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,50.0,5.0,8.0,0.0,13.0
HEGGEMSNES SOFUS,HEGGEMSNES,Sofus,m,NOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,52.0,4.9,8.033,0.0,12.933
MOLDAUER YUL,MOLDAUER,Yul,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,53.0,5.2,7.733,0.0,12.933
MIKULAK SAMUEL,MIKULAK,Samuel,m,USA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,54.0,6.0,6.866,0.0,12.866
FRASCA LORIS,FRASCA,Loris,m,FRA,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,55.0,4.7,8.133,0.0,12.833
KIM HANSOL,KIM,Hansol,m,KOR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,56.0,4.6,8.2,0.0,12.8
TVOROGAL ROBERT,TVOROGAL,Robert,m,LTU,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,57.0,6.1,6.666,0.0,12.766
BRAEGGER PABLO,BRAEGGER,Pablo,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,58.0,5.9,6.7,0.0,12.6
BAUMANN CHRISTIAN,BAUMANN,Christian,m,SUI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,59.0,5.5,7.066,0.0,12.566
YUDENKOV YEVGEN,YUDENKOV,Yevgen,m,UKR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,60.0,4.7,7.833,0.0,12.533
RUMBUTIS DAVID,RUMBUTIS,David,m,SWE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,61.0,5.0,7.533,0.0,12.533
PLATA JOEL,PLATA,Joel,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,62.0,6.0,6.466,0.0,12.466
YULO CARLOS EDRIEL,YULO-Carlos,Edriel,m,PHI,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,63.0,5.5,6.8,0.0,12.3
KARTSEV ALEKSANDR,KARTSEV,Aleksandr,m,ROC,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,64.0,5.0,7.0,0.0,12.0
SHIAO YU JAN,SHIAO,Yu-Jan,m,TPE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,65.0,4.4,7.4,0.0,11.8
LOO PHAY XING,LOO-Phay,Xing,m,MAS,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,66.0,5.0,6.766,0.0,11.766
EKE UCHE,EKE,Uche,m,NGR,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,67.0,4.9,6.6,0.0,11.5
HUDDLESTON DAVID,HUDDLESTON,David,m,BUL,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,68.0,4.5,6.966,0.0,11.466
KOUDINOV MIKHAIL,KOUDINOV,Mikhail,m,NZL,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,69.0,5.4,5.966,0.0,11.366
DIALLO THIERNO,DIALLO,Thierno,m,ESP,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,70.0,5.0,6.1,0.0,11.1
JESSEN DAVID,JESSEN,David,m,CZE,2021-07-24,Olympic Games,qual,"Tokyo, Japan",HB,71.0,5.0,6.0,0.0,11.0
ZOU JINGYUAN,ZOU,Jingyuan,m,CHN,2021-07-24,Olympic Games,qual,"Tokyo, Japan",PB,1.0,6.8,9.366,0.0,16.166
